Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2019,Republic of Korea,,,,,,,,,,,,5078,,,,,10965,,,,,,,,,,,,,,,,,,,13739,,17609,,,,,,620295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,1823,,,,,,,,,,,,,,,,,5592,32310,,,,,,,,22893,,1447,,,,1927,,,,,,,,,,,,1400,,,,,,,,,,,,25633,,,,,4482,,,10838,,,2251,,,1509,,,,,,9802,,,,,,46528,,,,,,,,,4545,,,,,,,,,,,,,,,,,,,,,1958,,,20446,,,,,,,,32456,,,,,,,,,,,,,,4858,,67819,,,24444,,,115632,,,,,
2019,Brunei Darussalam,,,,,,,,,,,,554,,,,,1328,,,,,,,,,,,,,,,,,,,,,,,,,,,2213,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318,6639,,,,,,,,219,,,,,,,,,,,,,,,,,,52001,,,,,,,,,,,,,,,,,,,,5755,330,,219,,,,,,,,,884,,,,,,14492,,,,,164,,,,,,,,,,,,,,,,,,,1659,,,,,,,,,1328,,,,,,,,15491,,,,,,,,,,,,,,2213,,164,,,,,,,,,,,
2019,Cambodia,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,1614,123,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,292,,,,,,40,,,,,,,,,,,,,,,,,101,111,,,,,,15,,132,,,,,,,276,,,,,,,,,,,182,,,,,,,,,,,,,,,,,55,,,47,31,,,,,,,,,,,43,,,,,,161,,,,,59,,,,31,,,,,,,,,,,,,,,130,,,,,,,,,49,,,,,,,,32758,,,,,,,,,,,,,,97,,207,,,,,,38744,,,,,
2019,Indonesia,,,,,,,,,,,,11325,,,,,,,,,,,,,,,,,,,,,,,,,,2239,,,,,,75511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12507,,,,,,,,,19748,12507,,,,,,,,,,,2363,,,,,,2363,,,,,,,,,,,,,,,,,,,,,7258,,,,,,,,,,,8588,,,,,,4203,,,,,33357,,,,,,,,,,,,,,2363,,,,,23524,,,,,,,,,,,,,,,2363,,23524,23524,,,,,,,,,,,,,32693,,12613,,,,,,,,,,,
2019,Lao People's Democratic Republic,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,3634,,,,,,,,14205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3490,,,,,,,,,,,,,,,,,,,,,,20076,,,,,
2019,Malaysia,569,,,,,,,,,,,6076,,,,,410195,,,,,,,,,,,,,,6960,,,,,16166,,,,,,,,11864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146128,1225156,,1300,,,,,,18825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345947,,,578082,,,2449,,,,,,,,,83884,,,,,,116423,,,,,3917,,,,,,,,,,,,,,,,,,,91002,,,,,1578,,,,7591,,,,,,,,15580,,,,,,,,,,,,,,11273,,,,,,,,99875,,,,,
2019,Myanmar,,,,,,,,,,,,,,,,,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,34893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Philippines,1258,119,476,,,78,,,152,139,64,4118,518,,,114,162,,,549,,,,,36,,,,167,,84,,,,135,40,,5740,,,,,95,37083,264,,128,,545,,40,,,,,,,5934,33,455,,,,473,166,,,,,,,,,,115,1241,,,,,,3905,35,,157,,,,1039,35,,,,,,,251,54,10973,3407,604,73,444,,633,1785,,14181,182,,54,,176,,296,,138,,,49,,,,,,817,,,,,,,,,149,,,,,,,,434,,,70,498,,395,,,198,,,,673,420,514,35,,61,,114,,113,61,52,123,7123,,,36,69,,,,,,,,,,756,,,,,845,,,,,,838,,1346,177,,63,128,624,1065,63,,350,145,,,,,585,906,,,,,,444,4416,,36683,,,,,,425,,,,,
2019,Singapore,,,,,,,,,,,,8584,,,,,68430,,,,,,,,,,,,,,,,,,,,,3983,,,,,,380145,52516,18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127189,138338,,,,,,,,,,,,,,,,,,,,,,,,,,952261,,,,,,,,,,,,,,,,,,,,,,,3337,,,,,,,,,109537,,,,,,13044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9093,,,,,,,,16329,,,,,,,,,,,,,,,,14543,,,,,,,,,,,
2019,Thailand,1,,,,,,,,,,,1476,,,,,1463,,,,,,,,,,,,,,,,,,,689451,,782,,,,,,77581,,,,,,,,16,,,,,,0,16,668,,,,,0,,,,,,2,,,,,1375,,,,,,2396,,,,,,,,,,,,,,,,,9280,699,14,85,,,,639,,8514,,,,,,,934936,,,,1,,,,,,,1369,,,,,,,,,,,,,,,,,1858735,,,11662,710,,1876,,,,,,,748,,2447,,,,,,1366,,552,,,947,,,,,4,,,,,,,,,1,,,,,760,,,,,136,,,,8033,15,1,,726,980,,,,,2,,,,,1,,,,0,,,2156,,4227,,,,,,7350,,,0,,1
2019,Timor-Leste,,,,,,,,,,,,555,,,,,68,,,,,,,,,,,,65,,,,,,,,,,,,,,,941,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4126,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,302,,,,,,372,,272,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,58,,,,,,205,,,,,
2019,Viet Nam,,,,,,,,,,,,38,,,,,8254,,,,,,,,,,,,,,,,,,,1035,,1520,,,,,,3141,,,,,,,,,,,,,,1571,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,2026,8217,,,,,,,,1926,,,,,,,7272,,,,,,,,,,,133,,,,,,,,,,,,,,,,,11695,,,2420,,,,,,,,,,,,617,,,,,,118,,,,,1887,,,,,,,,,,,,,,,,,,,1830,,,,,,,,,82,,,,,,,,12077,,,,,,,,,,,,,,1169,,3307,,,,,,,,,,,
2019,Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,,471,421,,,,,,,,,,
2019,Antigua and Barbuda,,,,,,,40,,,,5,7,,,2,,,314,,,14,,14,,,11,,,,101,,,,,,,,451,,,,,,139,,,,,,,,,,20,19,,,,,,,4934,1855,,10,,,,,,93,,,,,42,5,,,,,86,32,,,,199,79,,,,,6731,34,,7,,,82,,,,,,,74,4149,20,,,,,,,,,57,,,,,,,,,,,,,,5,,,,5,,,,,1183,,,,,,,16,,12,,,41,,,,,,0,,,,,,,,,55,,,,,,,,,495,703,,954,,,,,,,,,,23,,,,,46,,12,,,,46,,,253,,,,,,,748,,,,6,,,,,1033,,2731,739,,,,40,,,,,,
2019,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,1140,,,9874,,,,,,,,2483,,,,,,,108,4377,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,292,1650,,,,,333,,,,,,,,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4638,,,108,,,,,,,,,,,,,1147,1015,,165,,,,,,,,,,,,,114,,,,,,,,,,709,,,,,,,,,,,1352,,,,,,,,,,,,10,,,,,,,,,619,,,,,3438,,,,,,
2019,Bahamas,,,,,,,,14,117,,,88,42,,,,,252,,31,46,,41,,,,,14,128,3,,22,,,,,,1663,24,,,,37,182,27,,204,,,,57,,,425,,,,,,16,,79,308,45,32,77,,,16,12,,,,,,151,,,,,,306,50,,96,,35,,,37,,,1417,29291,,45,,,634,35,,,62,,,167,7965,37,,,22,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,57,,25,10,,169,,,,12,,0,,55,,,333,1185,21,16,,,,,,108,59,,,36,82,,42,,,,,,,,,,,,,,,110,,117,41,,,,30,325,,,,,,,,414,,,,1640,,12,19,,2115,,10259,,18,,,31,,,,,,15
2019,Barbados,,,,,,,,195,,,,24,,,49,,,,,,22,,28,,,,,,,,,,,,,,,695,,,,,,43,,,,,,,,,,58,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,6657,33,,,,,467,,,,,,,,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2197,,3143,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,1504,,,,,,,,,2533,,1043,,,,,,,,,,,
2019,British Virgin Islands,,,,,,,,822,,,,24,,,27,,,198,,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,1335,1856,,,,,,,,,,,,,24,,,,,,62,,,,,,,,,,,2460,,,,,,42,,,,,,,,2064,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,1477,560,,2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,868,,1870,,,,,,,,,,,
2019,"Bonaire, Sint Eustatius and Saba",,,,,,,33,29,3,,899,,,,25,,,76,,,,,,,,,,,,75,,,,,,,,103,,,,,,20,20,,700,,,,,,,53,4900,,,,,,,26,1621,,,,,,,,,,,,,36,0,,,,,,,,,,0,32,,,,,195,119,,,,,10,52,,,,,,20,469,34,,,,,,,,,76,,,,,,,,,,,,,,32,,,,0,,,,,,,,,,,,2517,,3,,,,,,,2,,,,,,,,,,55,11,,,,,,,,,30,0,,15,,,,,,,,,,612,,,,,,,20,,,,495,,,,,,,,,,7,,,,,,,,,65,,700,0,,,,571,,,,,,
2019,Cayman Islands,,,,,,,,,13,,,207,55,,204,,,202,,13,389,,36,,,,,,78,,,,,,,,,1605,,,,16,,,,,464,,,,144,,,837,13,,,,,20,,,72,,,,,,,,,,,,10,41,,,,,,151,,,,,17,,,,,,371,20,,2029,,,643,,10,,255,,13,101,11448,22,,,39,,,,,,,,,,,,,,,20,,,,,,,,,44,,,,,,,,,,,,41,,63,437,32,10,,,,,,121,,151,,,16,2086,,,53,,,,,,,,,,10,,34,,,,,,,,,,,,,,,41,,32,,,,,,89,,,60,,,,,347,,,,,,,,,2374,16,3184,,,,,39,,,,,10,20
2019,Cuba,,33,13,,,29,,,51,,,,,,,,,,,,,,,,17,,,,,,,40,,,,,,18,,,,,55,91,,,48,,,,,,,,,,56,,,,,,36,18,,,,,,,,,,,,45,,,,,,105,,,,26,24,,,20,,,,290,,,21,,,,,,,,,68,91,,,,,,,,,,16,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,83,,,,,,,,,,25,,,25,,29,,36,,,,,20,633,,,,,,,,,,,,,,,,,,,,,,,1513,,,,,,,,,,,,,,,,,,,,,192,,14,,166,,,,,59,,,,,,
2019,Curaçao,,,,,,,45,58,22,,1856,,,,88,,,207,,98,,,,,,2537,,,,107,,,,,,,,97,,,,,,531,120,,4714,,,,,,,253,,,,,,,,116,6212,,,,,,,,,,,,,,,,,,,134,,,,,2,102,,,,,497,2139,,,,,692,197,,,,,,25,1413,141,,,,,,,,,273,,,,,,,,,,,,,,33,,,,14,,,,,,,,,,,,9830,,,,,,,,,,,,,,,,114,,,998,16,,,,,,,,,196,,,316,,,,,,,,,,542,,,,,,,21,,,,2033,,,,,,,,,,104,,,,,,,,,26,,358,30,,,,2942,,,,,,
2019,Dominica,,,,,,,19,451,,,47,7,,,12,,,170,,,,,,,,,,,,86,,,,,,,,187,,,,,,38,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,81,23,,,,,30,,,,,,38,,,,,194,2504,,,,,28,,,,,,,,131,,,,,,,,,,34,,,,,,,,,,,,,,146,,,,,,,,,165,,,,,,,10,,,,,51,,,,,,,,,,,,,,,16,,,,,,,,,64,286,,127,,,,,,,,,,,,,,,,,,,,,19,,,16,,,,,,,312,,,,,,,,,646,,636,,,,,30,,,,,,
2019,Dominican Republic,,,,,,,34,184,1106,,165,41,213,,40,21,,,,264,,,15,8,175,,5,,665,76,,75,,3,3,125,23,1255,,139,3,,654,3902,,,2932,,,8,317,,,3367,,,29,,,25,,14,,600,,275,,,,,,,,,27,3855,,,,,,1919,,,65,,,56,,442,,,23,491013,,438,21,,97,,31,27,33,,63,4332,136,356,,10,,,,,,,153,,,,,,,,,17,,,25,,33,,,,1547,,,,,,34,,,,,,612,,,301,,25,,26,,55,,81,,781,,25,1475,51,45,109,4731,,582,11,,44,498,,100,141,,66,,,,,17,,74,,,,,,,,,10,,7199,,18,,27,75,1078,25,,,,,,,23,,31,,35,,,77,,498,,14478,84,188,,,3680,,11,,,,
2019,Grenada,,,,,,,,38,,,,,,,30,,,179,,,,,,,,,,,,14,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,164,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216,,,,,,,,,,,,710,,,,344,,,,,,
2019,Guadeloupe,,,158,,,,,,,,,,,,,,,,,470,,,,,,,,,63,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,,4440,961,,,,,,,,,,,,,56600,1209,,,,,318,,,,,,,,,,,190,15520,,,,,203,,,,,,,366,,,,,,,,,,,257,,,,,,,,,,,,,,9592,,,,,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,,474,,,,,403,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,37,,226,300,,,,,,,,,,,,,,,,423,,503,,,,,,,,,,,
2019,Haiti,,,,,,,,,454,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,324,339,,,811,,,,266,,,1178,,,,,,,,,2362,,,,,,,,,,,,,432,,,,,,878,,,,,,,,,,,,,,,,,,,,,,,,1203,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272,,,,,,368,,,,,,,,,,,,,,,,,,,1576,,278,,,2463,,,,,,
2019,Jamaica,,,,,,,,154,,,,,,,670,,,539,,,7,,,,,,,,,,,,,,,,,1330,,,,,,,,,,,,,100,,,1814,,,,,,,,138,,,,133,,,,,,,,,,,,,,,,,,,,,207,,,305,,,,,,162,,,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,74,,,,,,,,,,,,,,,,97,332,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328,,,,,,,,,4800,,6286,,,,,,,,,,,
2019,Martinique,,,101,,,,,,,,,,,,,,,,,130,,,,,,,,,75,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,421,137,,,,,,,,,,,,,47049,1804,,,,,,,,,,,5452,,,,,,1765,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,,,2027,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,
2019,Montserrat,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,293,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,105,,122,,,,,,,,,,,
2019,Puerto Rico,,,,,,,,,894,,,,,,,,,,,,,,,,53,,,,90,,,,,,,,,113,,,,,4,1309,,,4361,,,,998,,,13645,,,,,,,,1132,50643,376,33,140,,,,,,,,,,136,,,,,,479,,,,,,,,357,,,47,139,,574,,,46,,,,,,42,182,40,78,85,,,,,,,,17,,,,,,,,,,,,,,,,,,1977,,,,,,,,,,,,25,,,222,,,,,,,,,,636,,,2261,133,17,33,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2811,,,,,,,,,17,,,,,165,,19,,,,,,,164,,159260,411,,,,2189,60,,,,,
2019,Saint Kitts and Nevis,,,,,,,,411,,,,,,,24,,,97,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,792,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,624,,,,,,,,,,
2019,Saint Lucia,,,,,,,4,86,,,28,11,9,,10,,,406,,8,0,,1,,,,,,7,7,,,,,,,,248,9,,,,,50,,,,,,,,,,80,80,,,,,,,252,36,,,,,,,,1,,,,,52,137,,,,,48,17,,,,162,26,,2,,,2111,23,,,,,210,,,,16,,,13,376,9,,,,,,,,,0,,,,,,,,,9,,,,,275,,,,17,,,,,28,,,,,,,11,,0,,,66,,,,,,1,,6,,,,22,,,7,,,,,,,,,34,,,317,,,,,,,,,,52,,,,,4,,,,,,21,,8,132,,,,,,,508,,,,,,,,,764,,857,90,,,,28,,,,,,0
2019,Saint Vincent and the Grenadines,,,,,,,,57,,,,,,,,,,354,,,,,,,,202,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,152,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,247,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,241,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,996,,,,,,,,,819,,345,,,,,,,,,,,
2019,Sint Maarten (Dutch part),,,,,,,396,552,,,1331,,,,,,,75,,,,,,,,170,,,,935,,,,,,,,39,,,,,,180,,,215,,,,,,,857,1475,,,,,,,1547,3671,,,,,,,,,,,,,92,,,,,,,,,,,,2123,,,,,1870,2843,,,,,863,62,,,,,,,2447,,,,,,,,,,332,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,755,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,1078,504,,72,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,215,,,,,,,,,54,,323,72,,,,42,,,,,,
2019,Trinidad and Tobago,,,,,,,,,,,,,,,,,,1147,,,,,,,,,,,,,,,,,,,,1912,,,,,,932,,,,,,,,,,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,,,8640,,,,,,10582,,,,,,1032,,,,,,,,1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,372,,,,,,,,,,,,,947,,6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549,,6241,,,,,7420,,,,,,
2019,Turks and Caicos Islands,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,,998,,,,,,,,,,,
2019,United States Virgin Islands,,,,,,,972,4588,,,501,,,,,,,368,,,,,,,,19,,,,2465,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,5510,4642,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,644,,,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,4068,,,,,,,,,7103,3426,,518,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,1759,,,,,,,,,,,16868,,,,,,,,,,,
2019,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,,,,,,2247,77,,,,,,,,,,,,,,,,,,,,,9687,,,,,,,,,,,,,,,,74,,,,,,,,25876,,,,59,,9463,,,649,,,,,,,,544,,,,,,,,,,59,,,,,,,,,,,,,,,,,,3866,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,4495,,,,,,,,,,,
2019,Costa Rica,4,4,12,,,3,,,1489,7,32,67,129,3,12,1,3,11,5,296,141,1,11,4,374,,,,552,,,72,,,,3,9,1428,8,5,,112,1764,295,3333,1,21583,,8,,,3,24,5840,,3,,36,3,63,,5,1114,1290,11,14104,,,3,1,1,,,1,22,885,12,,1,,12,1893,1,4,33,8,8,,5,2699,,,28,72,,3981,75,1,54,17,101,15,29,,172,2163,220,287,11,5,8,,,,4,1,89,,,11,4,9,15,3,,4,1,,,,4,,,,3145,,1,15,,4,4,4,12,,,8,594,,17,296541,,3,,26,,77,3,9,,11592,,84,3838,141,306,79,361,3,256,4,,100,607,1,,1,1,1,1,,,,13,1,,,,8,,22,,,1,57,,2194,1,,1,20,139,681,11,,7,,,,,34,4,8,,,,9,157,,526,4,12859,7,317,1,,1401,1,,,,,1
2019,El Salvador,,,,,,,,,218,,,27,11,,,,6,40,,52,343,,,,53,,,,245,,,,,,,,,248,,,,,232,262,8,,584,,,,887,,,129,,,,,,,,,72,124,,,,,,,,,,,,216,,,,,,230,,,,,,,,9005,,,,,,11834,,,11,,18,,11,,43,285,10,54,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,,,,,,,,,,,,33,,,7929,,,,,,,,,,457,,11,237,19,,13,62,,129,,,,18,,,,,,,,,,,,,,,,,,,,,,,541,,46,,,35,59,,,,,,,,,,,,,,,,,91,,5470,,76,,,245,,,,,,
2019,Guatemala,,,,,,,,,568,,,71,,,,,,,,,940,,,,139,,,,246,,,,,,,,,407,,,,,308,674,,,1186,,,,1192,,,677,,,,,,,,,111,171,32,19704,,,,,,,,,,264,20,,,,,656,,,,408,,,,,,,,14,,8608,,,,41,18,,,,134,377,,150,,,,,,,,,25,,,,,,,,,,,,,,,,,,18003,,,,,,,,,,,,143,,,8787,,,,,,,,26,,307,,60,469,68,,29,103,,1833,,,,,,,,,,,,,,32,,,,,,,,,,,,,1354,,47,,,48,158,80,,,,,,,,,25,,,,,,,228,,8871,,143,,,290,,,,,,
2019,Honduras,,,,,,,,,194,,,,,,,,,,,25,370,,,,149,,,,240,,,,,,,,,354,91,,,,313,605,,,881,,,,874,,,621,,,,62,,,,,137,468,,8995,,,,,,,,,,146,,,,,,296,,,,,,,,4681,,,,43,,,,,,,,,,,91,264,27,141,40,,,,,,,,,,,,,,,,,,,,,,,,,,1592,,,,,,,,,,,,92,,,7891,,,,,,,,,,404,,35,390,,,,131,,69,,,,25,,,,,,,,,,,,,,,,,,,,,,,533,,156,,,31,61,,,,,,,,,,,,,,,,,103,,6908,,67,,,103,,,,,,
